Agent,Wins,Losses,Draws,AvgPieces,TotalGames,Map,Timestamp,Opponent,MatchID
Minimax+AB,6,0,0,5.56,6,position_6_14_empty_b.txt,2025-06-05 23:13:29,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-13-29
MCTS_Domain_600,0,6,0,2.61,6,position_6_14_empty_b.txt,2025-06-05 23:13:29,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-13-29
Minimax+AB,6,0,0,5.86,6,position_6_14_empty_b.txt,2025-06-05 23:15:13,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-15-13
MCTS_Domain_600,0,6,0,2.31,6,position_6_14_empty_b.txt,2025-06-05 23:15:13,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-15-13
Minimax+AB,6,0,0,5.47,6,position_6_14_empty_b.txt,2025-06-05 23:15:33,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-15-33
MCTS_Domain_600,0,6,0,2.69,6,position_6_14_empty_b.txt,2025-06-05 23:15:33,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-15-33
Minimax+AB,6,0,0,5.25,6,position_6_14_empty_b.txt,2025-06-05 23:21:44,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-21-44
MCTS_Domain_600,0,6,0,2.92,6,position_6_14_empty_b.txt,2025-06-05 23:21:44,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-21-44
Minimax+AB,2,4,0,3.58,6,position_6_14_empty_b.txt,2025-06-05 23:22:58,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-22-58
MCTS_Domain_600,4,2,0,4.58,6,position_6_14_empty_b.txt,2025-06-05 23:22:58,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_23-22-58
Minimax+AB,3,7,0,2.36,10,position_6_14_empty_b.txt,2025-06-05 23:23:22,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-23-22
MCTS_Domain_300,7,3,0,2.54,10,position_6_14_empty_b.txt,2025-06-05 23:23:22,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-23-22
Minimax+AB,5,5,0,2.35,10,position_6_14_empty_b.txt,2025-06-05 23:23:33,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-23-33
MCTS_Domain_300,5,5,0,2.55,10,position_6_14_empty_b.txt,2025-06-05 23:23:33,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-23-33
Minimax+AB,10,0,0,2.96,10,position_6_14_empty_b.txt,2025-06-05 23:24:45,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-24-45
MCTS_Domain_300,0,10,0,1.94,10,position_6_14_empty_b.txt,2025-06-05 23:24:45,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-24-45
Minimax+AB,10,0,0,2.98,10,position_6_14_empty_b.txt,2025-06-05 23:25:21,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-25-21
MCTS_Domain_300,0,10,0,1.92,10,position_6_14_empty_b.txt,2025-06-05 23:25:21,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-25-21
Minimax+AB,10,0,0,3.34,10,position_6_14_empty_b.txt,2025-06-05 23:26:46,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-26-46
MCTS_Domain_300,0,10,0,1.56,10,position_6_14_empty_b.txt,2025-06-05 23:26:46,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-26-46
Minimax+AB,4,6,0,2.3,10,position_6_14_empty_b.txt,2025-06-05 23:27:20,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-27-20
MCTS_Domain_300,6,4,0,2.6,10,position_6_14_empty_b.txt,2025-06-05 23:27:20,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-27-20
Minimax+AB,7,3,0,2.62,10,position_1_5_empty_b.txt,2025-06-05 23:27:38,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-27-38
MCTS_Domain_300,3,7,0,2.28,10,position_1_5_empty_b.txt,2025-06-05 23:27:38,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-27-38
Minimax+AB,6,4,0,2.49,10,position_1_5_empty_b.txt,2025-06-05 23:27:43,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-27-43
MCTS_Domain_300,4,6,0,2.41,10,position_1_5_empty_b.txt,2025-06-05 23:27:43,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-27-43
Minimax+AB,8,2,0,2.15,10,position_0,2025-06-05 23:29:02,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-29-02
MCTS_Domain_300,2,8,0,1.58,10,position_0,2025-06-05 23:29:02,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-29-02
Minimax+AB,8,2,0,2.54,10,position_0,2025-06-05 23:32:15,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-32-15
MCTS_Domain_300,2,8,0,1.98,10,position_0,2025-06-05 23:32:15,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-32-15
Minimax+AB,8,2,0,2.86,10,position_0,2025-06-05 23:36:45,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-36-45
MCTS_Domain_300,2,8,0,2.04,10,position_0,2025-06-05 23:36:45,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-36-45
Minimax+AB,10,0,0,2.6,10,position_1_5_empty_b.txt,2025-06-05 23:50:09,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-50-09
MCTS_Domain_300,0,10,0,2.3,10,position_1_5_empty_b.txt,2025-06-05 23:50:09,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-50-09
Minimax+AB,7,3,0,2.54,10,position_1_5_empty_b.txt,2025-06-05 23:52:20,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-20
MCTS_Domain_300,3,7,0,2.36,10,position_1_5_empty_b.txt,2025-06-05 23:52:20,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-20
Minimax+AB,8,2,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 23:52:29,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-29
MCTS_Domain_300,2,8,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 23:52:29,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-29
Minimax+AB,8,2,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 23:52:40,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-40
MCTS_Domain_300,2,8,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 23:52:40,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-40
Minimax+AB,6,4,0,2.54,10,position_1_5_empty_b.txt,2025-06-05 23:52:58,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-58
MCTS_Domain_300,4,6,0,2.36,10,position_1_5_empty_b.txt,2025-06-05 23:52:58,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_23-52-58
Minimax+AB,10,0,0,2.58,10,position_1_5_empty_b.txt,2025-06-05 23:53:12,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_23-53-12
MCTS_300,0,10,0,2.32,10,position_1_5_empty_b.txt,2025-06-05 23:53:12,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_23-53-12
Minimax+AB,8,2,0,2.6,10,position_1_5_empty_b.txt,2025-06-05 23:53:23,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_23-53-23
MCTS_300,2,8,0,2.3,10,position_1_5_empty_b.txt,2025-06-05 23:53:23,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_23-53-23
Minimax+AB,2,0,0,14.0,2,position_1_5_empty_b.txt,2025-06-05 23:53:53,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_23-53-53
MCTS_300,0,2,0,10.5,2,position_1_5_empty_b.txt,2025-06-05 23:53:53,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_23-53-53
Minimax+AB,1,1,0,11.75,2,position_1_5_empty_b.txt,2025-06-06 00:02:03,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-03
MCTS_300,1,1,0,12.75,2,position_1_5_empty_b.txt,2025-06-06 00:02:03,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-03
Minimax+AB,2,0,0,14.0,2,position_1_5_empty_b.txt,2025-06-06 00:02:13,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-13
MCTS_300,0,2,0,10.5,2,position_1_5_empty_b.txt,2025-06-06 00:02:13,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-13
Minimax+AB,2,0,0,13.0,2,position_1_5_empty_b.txt,2025-06-06 00:02:18,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-18
MCTS_300,0,2,0,11.5,2,position_1_5_empty_b.txt,2025-06-06 00:02:18,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-18
Minimax+AB,2,0,0,12.75,2,position_1_5_empty_b.txt,2025-06-06 00:02:21,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-21
MCTS_300,0,2,0,11.75,2,position_1_5_empty_b.txt,2025-06-06 00:02:21,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-21
Minimax+AB,1,1,0,12.5,2,position_1_5_empty_b.txt,2025-06-06 00:02:24,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-24
MCTS_300,1,1,0,12.0,2,position_1_5_empty_b.txt,2025-06-06 00:02:24,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-24
Minimax+AB,2,2,0,5.94,4,position_1_5_empty_b.txt,2025-06-06 00:02:32,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-32
MCTS_300,2,2,0,6.31,4,position_1_5_empty_b.txt,2025-06-06 00:02:32,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-32
Minimax+AB,3,1,0,6.06,4,position_1_5_empty_b.txt,2025-06-06 00:02:38,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-38
MCTS_300,1,3,0,6.19,4,position_1_5_empty_b.txt,2025-06-06 00:02:38,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-02-38
Minimax+AB,2,2,0,6.25,4,position_0,2025-06-06 00:05:19,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-06_00-05-19
AB+MCTS_Domain_600,2,2,0,6.0,4,position_0,2025-06-06 00:05:19,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-06_00-05-19
Minimax+AB,3,1,0,6.75,4,position_0,2025-06-06 00:05:32,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-05-32
MCTS_300,1,3,0,5.5,4,position_0,2025-06-06 00:05:32,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-05-32
Minimax+AB,7,3,0,2.39,10,position_0,2025-06-06 00:08:51,AB+MCTS_Domain_600,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-06_00-08-51
AB+MCTS_Domain_600,3,7,0,2.51,10,position_0,2025-06-06 00:08:51,Minimax+AB,Minimax+AB_vs_AB+MCTS_Domain_600_2025-06-06_00-08-51
Minimax+AB,4,0,0,6.88,4,position_1_5_empty_b.txt,2025-06-06 00:14:39,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-14-39
MCTS_300,0,4,0,5.38,4,position_1_5_empty_b.txt,2025-06-06 00:14:39,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-14-39
Minimax+AB,3,1,0,6.19,4,position_1_5_empty_b.txt,2025-06-06 00:14:46,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-14-46
MCTS_300,1,3,0,6.06,4,position_1_5_empty_b.txt,2025-06-06 00:14:46,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-14-46
Minimax+AB,3,1,0,6.62,4,position_1_5_empty_b.txt,2025-06-06 00:15:05,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-15-05
MCTS_Domain_300,1,3,0,5.62,4,position_1_5_empty_b.txt,2025-06-06 00:15:05,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-15-05
Minimax+AB,3,1,0,6.88,4,position_1_5_empty_b.txt,2025-06-06 00:15:10,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-15-10
MCTS_Domain_300,1,3,0,5.38,4,position_1_5_empty_b.txt,2025-06-06 00:15:10,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-15-10
Minimax+AB,3,1,0,6.38,4,position_1_5_empty_b.txt,2025-06-06 00:15:16,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-15-16
MCTS_Domain_300,1,3,0,5.88,4,position_1_5_empty_b.txt,2025-06-06 00:15:16,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-15-16
Minimax+AB,2,2,0,6.0,4,position_1_5_empty_b.txt,2025-06-06 00:15:28,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-15-28
MCTS_Domain_600,2,2,0,6.25,4,position_1_5_empty_b.txt,2025-06-06 00:15:28,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-15-28
Minimax+AB,1,3,0,5.56,4,position_1_5_empty_b.txt,2025-06-06 00:15:36,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-15-36
MCTS_Domain_600,3,1,0,6.69,4,position_1_5_empty_b.txt,2025-06-06 00:15:36,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-15-36
Minimax+AB,3,1,0,6.5,4,position_1_5_empty_b.txt,2025-06-06 00:23:09,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-23-09
MCTS_Domain_600,1,3,0,5.75,4,position_1_5_empty_b.txt,2025-06-06 00:23:09,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-23-09
Minimax+AB,2,2,0,5.94,4,position_1_5_empty_b.txt,2025-06-06 00:23:31,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-23-31
MCTS_Domain_600,2,2,0,6.31,4,position_1_5_empty_b.txt,2025-06-06 00:23:31,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-23-31
Minimax+AB,4,0,0,6.69,4,position_1_5_empty_b.txt,2025-06-06 00:23:54,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-23-54
MCTS_Domain_600,0,4,0,5.56,4,position_1_5_empty_b.txt,2025-06-06 00:23:54,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-23-54
Minimax+AB,6,4,0,2.41,10,position_1_5_empty_b.txt,2025-06-06 00:25:06,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-25-06
MCTS_Domain_600,4,6,0,2.49,10,position_1_5_empty_b.txt,2025-06-06 00:25:06,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-25-06
Minimax+AB,7,3,0,2.5,10,position_1_5_empty_b.txt,2025-06-06 00:25:52,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-25-52
MCTS_Domain_300,3,7,0,2.4,10,position_1_5_empty_b.txt,2025-06-06 00:25:52,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-25-52
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-06 00:33:43,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-33-43
MCTS_Domain_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-06 00:33:43,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-33-43
Minimax+AB,0,4,0,5.5,4,position_1_5_empty_b.txt,2025-06-06 00:46:05,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-46-05
MCTS_Domain_600,4,0,0,6.75,4,position_1_5_empty_b.txt,2025-06-06 00:46:05,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-46-05
Minimax+AB,0,4,0,5.5,4,position_1_5_empty_b.txt,2025-06-06 00:48:14,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-48-14
MCTS_Domain_600,4,0,0,6.75,4,position_1_5_empty_b.txt,2025-06-06 00:48:14,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-48-14
Minimax+AB,3,1,0,6.25,4,position_1_5_empty_b.txt,2025-06-06 00:51:34,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_00-51-34
MCTS_300,1,3,0,6.0,4,position_1_5_empty_b.txt,2025-06-06 00:51:34,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_00-51-34
Minimax+AB,0,4,0,5.5,4,position_1_5_empty_b.txt,2025-06-06 00:54:01,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-54-01
MCTS_Domain_300,4,0,0,6.75,4,position_1_5_empty_b.txt,2025-06-06 00:54:01,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-06_00-54-01
Minimax+AB,0,4,0,5.5,4,position_1_5_empty_b.txt,2025-06-06 00:57:22,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-57-22
MCTS_Domain_600,4,0,0,6.75,4,position_1_5_empty_b.txt,2025-06-06 00:57:22,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-06_00-57-22
Minimax+AB,4,0,0,3.5,4,position_0,2025-06-06 01:06:25,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-06-25
MCTS_300,0,4,0,0.0,4,position_0,2025-06-06 01:06:25,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-06-25
Minimax+AB,3,1,0,25.25,4,position_1_5_empty_b.txt,2025-06-06 01:28:40,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-28-40
MCTS_300,1,3,0,23.75,4,position_1_5_empty_b.txt,2025-06-06 01:28:40,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-28-40
Minimax+AB,10,0,0,1.14,10,position_0,2025-06-06 01:30:11,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-30-11
MCTS_300,0,10,0,0.0,10,position_0,2025-06-06 01:30:11,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-30-11
Minimax+AB,2,0,1,26.33,3,position_1_5_empty_b.txt,2025-06-06 01:31:55,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-31-55
MCTS_300,0,2,1,22.0,3,position_1_5_empty_b.txt,2025-06-06 01:31:55,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-31-55
Minimax+AB,3,1,0,25.0,4,position_1_5_empty_b.txt,2025-06-06 01:37:23,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-37-23
MCTS_300,1,3,0,24.0,4,position_1_5_empty_b.txt,2025-06-06 01:37:23,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-37-23
Minimax+AB,0,1,2,14.33,3,position_1_5_empty_b.txt,2025-06-06 01:39:59,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-39-59
MCTS_300,1,0,2,17.0,3,position_1_5_empty_b.txt,2025-06-06 01:39:59,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-39-59
Minimax+AB,1,0,2,17.0,3,position_1_5_empty_b.txt,2025-06-06 01:41:33,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-41-33
MCTS_300,0,1,2,14.67,3,position_1_5_empty_b.txt,2025-06-06 01:41:33,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-41-33
Minimax+AB,0,0,2,12.5,2,position_1_5_empty_b.txt,2025-06-06 01:42:14,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-06_01-42-14
MCTS_300,0,0,2,10.0,2,position_1_5_empty_b.txt,2025-06-06 01:42:14,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-06_01-42-14
